Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
433,Maximum,29-Jun-12,0.3096,2,2.55,2.58,tt2339549,2012,29-Jun-12,Crime | Thriller,Kabeer Kaushik (screenplay),Mohan Agashe | Arya Babbar | Neha Dhupia | Rajendra Gupta,Kabeer Kaushik,0,1
588,Shortcut Romeo,21-Jun-13,0.25,0.918,2.25,2.58,tt2066062,2013,21-Jun-13,Action | Crime | Romance,Susi Ganesan (story) | Ilashree Goswami (dialogue),Neil Nitin Mukesh | Ameesha Patel | Puja Gupta | Jatin Grewal,Susi Ganesan,0,1
611,Super Nani,31-Oct-14,0.5,1.42,2.52,2.61,tt2630076,2014,31-Oct-14,Drama,N/A,Rekha | Sharman Joshi | Randhir Kapoor | Anupam Kher,Indra Kumar,0,1
145,Contract,18-Jul-08,0.58,1.9,2.54,2.66,tt1242843,2008,18-Jul-08,Action | Crime | Drama,Mehboob (lyrics) | Prashant Pandey (story),David Bueno | Vibha Cheebur | Raaj Gopal | Sakshi Gulati,Ram Gopal Varma,0,2
193,Dor,22-Sep-06,0.14,0.51,0.9,2.7,tt0824316,2006,22-Sep-06,Drama,Nagesh Kukunoor (screenplay) | Nagesh Kukunoor (story) | Mir Ali Husain (story) | T.A. Razak,Ayesha Takia | Shreyas Talpade | Gul Panag | Girish Karnad,Nagesh Kukunoor,0,2
449,Mr. White Mr. Black,02-May-08,0.55,1.78,2.49,2.81,tt1228726,2008,02-May-08,Action | Comedy | Crime,Deepak S. Shivdasani (story) | Nishikant Kamat (screenplay) | Sanjay Pawar (screenplay) | Sanjeev Duggal (screenplay) | Sameer (lyrics),Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon,Deepak S. Shivdasani,0,1
551,Risk,19-Jan-07,0.55,1.78,2.45,2.83,tt0845529,2007,01-Jan-07,Action | Drama | Thriller,N/A,Vinod Khanna | Randeep Hooda | Tanushree Dutta | Madhuri Bhagwat,Vishram Sawant,0,1
223,Fox,04-09-2009,0.59,1.81,2.52,2.87,tt1324076,2009,04-Sep-09,Crime | Drama | Mystery,Kamal Pandey (dialogue) | Deepak Tijori (story),Arjun Rampal | Sunny Deol | Udita Goswami | Sagarika Ghatge,Deepak Tijori,0,1
51,Always Kabhi Kabhi,17-06-2011,0.3456,1.02408,2.51,2.88,tt1937092,2011,17-Jun-11,Comedy | Crime | Drama,Roshan Abbas (story) | Kanika Dhillon (additional screenplay) | Ishita Moitra (screenplay) | Ranjit Raina (story),Lillete Dubey | Satyajeet Dubey | Ali Fazal | Manoj Joshi,Roshan Abbas,0,1
379,Kya Love Story Hai,20-Apr-07,0.6,1.89,2.59,2.9,tt0887753,2007,20-Apr-07,Comedy | Drama | Romance,Niranjan Iyengar (dialogue) | Master Rinku (screenplay) | Master Rinku (story),Tusshar Kapoor | Ayesha Takia | Karan Hukka | Rahul Singh,Lovely Singh,0,1
696,Yeh Kya Ho Raha Hai?,11-10-2002,0.51,1.4,2.11,2.91,tt0338566,2002,11-Oct-02,Comedy | Romance,Suparn Verma (story) | Suparn Verma (screenplay),Prashant Chianani | Aamir Ali Malik | Vaibhav Jhalani | Yash Pandit,Hansal Mehta,0,2
697,Yeh Kya Ho Raha Hai?,11-Oct-02,0.51,1.4,2.11,2.91,tt0338566,2002,11-Oct-02,Comedy | Romance,Suparn Verma (story) | Suparn Verma (screenplay),Prashant Chianani | Aamir Ali Malik | Vaibhav Jhalani | Yash Pandit,Hansal Mehta,0,2
373,Kucch Luv Jaisaa,27-05-2011,0.3504,0.97104,2.38,2.92,tt1942905,2011,27-May-11,Crime | Drama | Thriller,Shukla Barnali Ray,Shefali Shetty | Om Puri | Rahul Bose | Neetu Chandra,Shukla Barnali Ray,0,1
624,Teen Thay Bhai,15-04-2011,0.6,2.3,1.9338,2.93,tt1867070,2011,15-Apr-11,Comedy | Drama,Gautam Mehra | Mehul Suri,Om Puri | Deepak Dobriyal | Ragini Khanna | Naresh Gosain,Mrigdeep Singh Lamba,0,1
111,Buddha Mar Gaya,17-Aug-07,0.62,1.94,2.73,2.95,tt1083447,2007,17-Aug-07,Comedy,Raju Saigal (story) | Anand Sivakumaran (screenplay),Mona Ambegaonkar | Jitender Bhargava | Birbal | Heenaa Biswas,Rahul Rawail,0,2
79,Bardaasht,23-Apr-04,0.53,1.45,2.17,2.97,tt0409724,2004,23-Apr-04,Drama,Vikram Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue),Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,Eeshwar Nivas,0,1
266,Hello Darling,27-08-2010,0.3564,0.7997616,1.9602,2.97,tt1191118,2010,27-Aug-10,Comedy | Drama,Shabbir Ahmed (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics) | Sachin Shah | Pankaj Trivedi,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Manoj Tiwari,0,1
169,Desi Kattey,26-Sep-14,0.55,1.75,2.92,2.98,tt3877652,2014,12-Sep-14,Action,Aaryaan Saxena (screenplay),Rajesh Bakshi | Jay Bhanushali | Claudia Ciesla | Akhil Kapur,Anand Kumar,0,1
57,Annarth,01-Nov-02,0.39,1.13,1.83,3,tt0338721,2002,01-Nov-02,Action | Thriller,Ravi Dewan | Imtiaz Hussain (screenplay) | Imtiaz Hussain (story),Sanjay Dutt | Sunil Shetty | Ashutosh Rana | Preeti Jhangiani,Ravi Dewan,0,1
58,Annarth,01-11-2002,0.39,1.13,1.83,3,tt0338721,2002,01-Nov-02,Action | Thriller,Ravi Dewan | Imtiaz Hussain (screenplay) | Imtiaz Hussain (story),Sanjay Dutt | Sunil Shetty | Ashutosh Rana | Preeti Jhangiani,Ravi Dewan,0,1
12,Aagey Se Right,04-09-2009,0.52,1.71,2.57,3.04,tt1479667,2009,04-Sep-09,Comedy | Crime | Drama,Abhijeet Deshpande (additional dialogue) | Hitesh Kewalya (lyrics) | Jabbar Patel | Dheeraj Rattan (additional screenplay) | Manoj Santoshi (additional dialogue),Shreyas Talpade | Bharati Achrekar | Shaukat Baig | Rakesh Bedi,Indrajit Nattooji,0,2
627,Tera Mera Saath Rahen,16-Nov-01,0.43,1.21,1.96,3.04,tt0301250,2001,07-Nov-01,Drama,Deepak Kulkarni (dialogue) | Mahesh Manjrekar (screenplay) | Sameer (lyrics),Ajay Devgn | Sonali Bendre | Namrata Shirodkar | Prem Chopra,Mahesh Manjrekar,0,1
416,Madhoshi,24-Sep-04,0.5,1.45,2.2,3.07,tt0430328,2004,24-Sep-04,Musical | Mystery | Drama,Tanveer Khan,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,Tanveer Khan,0,1
448,Mr Joe B. Carvalho,03-Jan-14,0.65,2,2.95,3.08,tt2876408,2014,03-Jan-14,Comedy,Arshad Sayyad,Arshad Warsi | Soha Ali Khan | Rajesh Balwani | Geeta Basra,Samir Tewari,0,1
29,Ab Ke Baras,10-May-02,0.4,1.13,1.87,3.09,tt0321067,2002,10-May-02,Adventure | Fantasy | Thriller,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Ravi Rai (dialogue),Arya Babbar | Amrita Rao | Ashutosh Rana | Shakti Kapoor,Raj Kanwar,0,2
30,Ab Ke Baras,10-05-2002,0.4,1.13,1.87,3.09,tt0321067,2002,10-May-02,Adventure | Fantasy | Thriller,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Ravi Rai (dialogue),Arya Babbar | Amrita Rao | Ashutosh Rana | Shakti Kapoor,Raj Kanwar,0,2
63,Asambhav,23-Jul-04,0.62,1.68,2.47,3.13,tt0368580,2004,23-Jul-04,Action | Adventure | Drama,Rajiv Rai | Naeem Sha (dialogue) | Naeem Sha (screenplay),Arjun Rampal | Naseeruddin Shah | Priyanka Chopra | Singh Surendra,Rajiv Rai,0,1
466,Naach,12-Nov-04,0.42,1.53,2.34,3.16,tt0433605,2004,12-Nov-04,Musical | Drama,Sulekha Bajpai | Musharaff Ali Khan | Pooja Ladha Surti,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,Ram Gopal Varma,0,1
130,Chatur Singh Two Star,19-08-2011,0.3912,1.61,2.6,3.26,tt1363363,2011,19-Aug-11,Action | Adventure | Comedy,Rumi Jaffery (screenplay) | Sai Kabir (dialogue),Sanjay Dutt | Ameesha Patel | Anupam Kher | Satish Kaushik,Ajay Chandhok,0,1
475,Nehlle Pe Dehlla,02-Mar-07,0.67,1.95,2.76,3.29,tt0476819,2007,02-Mar-07,Comedy | Thriller,Ajay Chandhok | Yunus Sajawal (screenplay),Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt,Ajay Chandhok,0,1
658,Udaan,16-07-2010,0.402,1.25,2.5,3.35,tt1639426,2010,16-Jul-10,Drama,Vikramaditya Motwane | Anurag Kashyap | Satyanshu Singh (Rohan's poems and stories) | Devanshu Singh (Rohan's poems and stories),Rajat Barmecha | Sanjay Gandhi | Ronit Roy | Manjot Singh,Vikramaditya Motwane,0,2
561,Rush,26-Oct-12,0.4092,2.1,3.25,3.41,tt2256514,2012,26-Oct-12,Thriller,Shamin Desai (dialogue) | Sanjay Masoom (dialogue writer),Emraan Hashmi | Aditya Pancholi | Sagarika Ghatge | Neha Dhupia,Shamin Desai,0,1
401,Loot,04-11-2011,0.4104,1.27296,3.12,3.42,tt0847180,2011,04-Nov-11,Action | Comedy | Crime,N/A,Shweta Bhardwaj | Mimoh Chakraborty | Prem Chopra | Sudhir S. Dayma,Rajnish Thakur,0,1
482,O Teri,28-Mar-14,0.9,2.25,3.3,3.46,tt3483596,2014,28-Mar-14,Comedy | Drama,Umesh Bist | Neeti Palta,Pulkit Samrat | Bilal Amrohi | Sarah-Jane Dias | Mandira Bedi,Umesh Bist,0,1
653,Tumsa Nahin Dekha,24-Sep-04,0.54,1.51,2.37,3.47,tt0430702,2004,24-Sep-04,Musical | Romance,Subodh Chopra,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,Anurag Basu,0,1
712,Zubeidaa,01-Jan-01,0.19,0.64,1.21,3.48,tt0255713,2001,19-Jan-01,Adventure | Biography | Drama,Khalid Mohamed (original story and screenplay) | Javed Siddiqui (dialogue),Karisma Kapoor | Rekha | Manoj Bajpayee | Rajit Kapoor,Shyam Benegal,0,1
115,C Kkompany,29-Aug-08,0.73,2.28,3.14,3.49,tt1170399,2008,29-Aug-08,Comedy | Drama,Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Sachin Yardi,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Sachin Yardi,0,1
650,Tum Milo Toh Sahi,02-04-2010,0.4224,0.9478656,2.3232,3.52,tt1442583,2010,02-Apr-10,Comedy | Drama,Irshad Kamil (lyrics) | Rajen Makhijani (dialogue) | Rajen Makhijani (screenplay) | Rajen Makhijani (story) | Kabir Sadanand (story) | Sameer Siddiqui (dialogue) | Sameer Siddiqui (screenplay),Nana Patekar | Dimple Kapadia | Sunil Shetty | Vidya Malvade,Kabir Sadanand,0,1
453,Mumbai Meri Jaan,22-Aug-08,0.44,1.57,2.44,3.54,tt1266583,2008,22-Aug-08,Drama,Yogesh Vinayak Joshi (screenplay) | Upendra Sidhaye (screenplay),Paresh Rawal | Kay Kay Menon | Irrfan Khan | Madhavan,Nishikant Kamat,0,2
645,Toonpur Ka Superrhero,24-12-2010,0.426,1.4,2.37,3.55,tt1189006,2010,24-Dec-10,Animation | Action | Adventure,Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics),Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Kireet Khurana,0,1
622,Tauba Tauba,01-Oct-04,0.42,1.21,1.99,3.62,tt0429289,2004,01-Oct-04,Comedy | Drama,N/A,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,N/A,0,4
676,Warning,27-Sep-13,0.75,2.5,3.38,3.63,tt3138602,2013,27-Sep-13,Adventure | Thriller,Rajesh Chawla | Tejpal Singh Rawat,Santosh Barmola | Jitin Gulati | Manjari Phadnis | Suzana Rodrigues,Gurmeett Singh,0,1
483,Officer,14-Mar-01,0.43,1.21,2.08,3.71,tt0265452,2001,14-Mar-01,Action | Crime | Drama,Naeem Sha (dialogue) | Naeem Sha (screenplay) | Naeem Sha (story),Sunil Shetty | Raveena Tandon | Danny Denzongpa | Sadashiv Amrapurkar,Naeem Sha,0,2
154,David,01-Feb-13,0.69,2.41,3.75,3.75,tt2358412,2013,08-Feb-13,Action | Crime | Drama,Abhijeet Deshpande (dialogue & lyrics) | Bejoy Nambiar (screenplay) | Bejoy Nambiar (story) | Natasha Sahgal (screenplay),'Chiyaan' Vikram | Neil Nitin Mukesh | Vinay Virmani | Tabu,Bejoy Nambiar,0,1
74,Badhaai Ho Badhaai,14-06-2002,0.63,1.79,2.72,3.79,tt0325041,2002,14-Jun-02,Comedy | Drama | Musical,Kavita Choudhary,Anil Kapoor | Anang Desai | Rohini Hattangadi | Vinay Jain,Satish Kaushik,0,1
75,Badhaai Ho Badhaai,14-Jun-02,0.63,1.79,2.72,3.79,tt0325041,2002,14-Jun-02,Comedy | Drama | Musical,Kavita Choudhary,Anil Kapoor | Anang Desai | Rohini Hattangadi | Vinay Jain,Satish Kaushik,0,1
363,Koi Mere Dil Se Poochhe,11-Jan-02,0.55,1.5,2.4,3.8,tt0306840,2002,11-Jan-02,Musical | Romance | Thriller,N/A,Jaya Bhaduri | Aftab Shivdasani | Sanjay Kapoor | Juliet Alburque,Vinay Shukla,0,2
364,Koi Mere Dil Se Poochhe,11-01-2002,0.55,1.5,2.4,3.8,tt0306840,2002,11-Jan-02,Musical | Romance | Thriller,N/A,Jaya Bhaduri | Aftab Shivdasani | Sanjay Kapoor | Juliet Alburque,Vinay Shukla,0,2
33,Acid Factory,09-10-2009,0.61,1.93,3.76,3.8,tt1201557,2009,09-Oct-09,Action | Crime | Drama,Milind Gadagkar (screenplay) | Milind Gadagkar (story) | Sanjay Gupta (additional dialogue) | Sanjay Gupta (screenplay) | Saurabh Shukla (dialogue) | Suparn Verma (screenplay),Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani,Suparn Verma,0,1
360,Kismet Love Paisa Dilli,05-Oct-12,0.456,1.52592,3.74,3.8,tt2402131,2012,05-Oct-12,Adventure | Comedy | Crime,Sanjay M Khanduri | Sanjay M Khanduri | Rishabh Sharma (dialogue),Vivek Oberoi | Mallika Sherawat | Neha Dhupia | Anshuman Jha,Sanjay M. Khanduri,0,1
185,Dil Kabaddi,05-Dec-08,0.6,2.14,3.27,3.84,tt1218345,2008,05-Dec-08,Comedy | Drama,Vivek Anand | Anil Senior | Lezlie George Sparkx,Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma,Anil Senior,0,2
300,Iqbal,26-08-2005,0.13,0.52,0.98,3.86,tt0453729,2005,20-Jan-06,Drama,Nagesh Kukunoor,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,Nagesh Kukunoor,0,4
472,Nasha,26-Jul-13,0.74,3.2,3.5,3.86,tt3044882,2013,26-Jul-13,Drama | Romance | Thriller,Ajit Rajpal,Ranbir Chakma | Nikhil Desai | Raj Kesaria | Rohan Khurana,Amit Saxena,0,2
699,Yeh Teraa Ghar Yeh Meraa Ghar,12-Oct-01,0.54,1.59,2.6,3.87,tt0298606,2001,12-Oct-01,Comedy | Drama,Priyadarshan (story) | Neeraj Vora (dialogue) | Neeraj Vora (screenplay),Sunil Shetty | Mahima Chaudhry | Paresh Rawal | Saurabh Shukla,Priyadarshan,0,2
447,Money Hai Toh Honey Hai,25-Jul-08,0.69,2.26,3.32,3.88,tt1126516,2008,25-Jul-08,Comedy | Drama,Muazzam Beg | Sameer (lyrics),Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Ganesh Acharya,0,1
237,Girlfriend,11-Jun-04,0.44,1.31,2.04,3.94,tt0414714,2004,17-Jun-04,Drama,Karan Razdan,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,Karan Razdan,0,3
370,Krishna Cottage,16-Apr-04,0.66,1.87,2.81,3.99,tt0408976,2004,02-Apr-04,Comedy | Fantasy | Horror,N/A,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,Santram Varma,0,2
302,Issaq,26-Jul-13,0.78,2.5,4,4,tt2215163,2013,26-Jul-13,Drama,Pawan Sony | Padmaja Thakore | Manish Tiwary,Malini Awasthi | Sandeep Bose | Amyra Dastur | Makrand Deshpande,Manish Tiwary,0,1
323,Johnny Gaddaar,28-Sep-07,0.54,1.87,2.83,4.05,tt1077248,2007,28-Sep-07,Crime | Drama | Thriller,Vinay Choudary (additional screenplay) | Sriram Raghavan,Dharmendra | Rimi Sen | Ashwini Khalsekar | Neil Nitin Mukesh,Sriram Raghavan,0,2
127,Chandni Bar,28-Sep-01,0.16,0.63,1.14,4.09,tt0267363,2001,28-Sep-01,Crime | Drama,Mohan Azaad (dialogue) | Mohan Azaad (screenplay) | Madhur Bhandarkar | Masud Mirza (dialogue),Tabu | Atul Kulkarni | Rajpal Yadav | Shri Vallabh Vyas,Madhur Bhandarkar,0,5
473,Naughty @ 40,29-04-2011,0.4944,1.1094336,2.7192,4.12,tt1363125,2011,29-Apr-11,Comedy | Drama,Salim Raza | Sameer Tandon (lyrics),Govinda | Yuvika Chaudhry | Anupam Kher | Smita Jaykar,Jag Mundhra,0,1
99,Blackmail,28-01-2005,0.81,2.13,3.1,4.14,tt0444769,2005,28-Jan-05,Action | Drama | Thriller,Robin Bhatt (story) | Javed Siddiqui (dialogue),Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,Anil Devgan,0,1
196,Dulha Mil Gaya,08-01-2010,0.498,1.117512,2.739,4.15,tt1182884,2010,08-Jan-10,Comedy | Drama,Mudassar Aziz (story) | Mudassar Aziz | Neeraj Udhwani (script associate) | Vivek Vaswani (story),Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Mudassar Aziz,0,1
383,Kyaa Dil Ne Kahaa,28-06-2002,0.7,1.96,3,4.24,tt0327005,2002,28-Jun-02,Family | Romance,N/A,Rajesh Khanna | Tusshar Kapoor | Esha Deol | Raj Babbar,Sanjay Chhel,0,2
384,Kyaa Dil Ne Kahaa,28-Jun-02,0.7,1.96,3,4.24,tt0327005,2002,28-Jun-02,Family | Romance,N/A,Rajesh Khanna | Tusshar Kapoor | Esha Deol | Raj Babbar,Sanjay Chhel,0,2
327,Jurm,18-02-2005,0.76,2.13,3.18,4.24,tt0445022,2005,10-Feb-05,Thriller,N/A,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,Vikram Bhatt,0,1
36,Aetbaar,23-Jan-04,0.67,1.88,2.8,4.25,tt0377340,2004,23-Jan-04,Drama | Musical | Romance,Robin Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (screenplay),Amitabh Bachchan | John Abraham | Bipasha Basu | Supriya Pilgaonkar,Vikram Bhatt,0,1
512,Pizza,18-Jul-14,0.75,2.91,4.22,4.25,tt3794302,2014,18-Jul-14,Horror | Thriller,Akshay Akkineni (screenplay) | Karthik Subbaraj (story),Akshay Oberoi | Parvathy Omanakuttan | Dipannita Sharma | Arunoday Singh,Akshay Akkineni,0,1
244,Gulaal,13-03-2009,0.75,2.29,3.33,4.31,tt1261047,2009,13-Mar-09,Crime | Drama | Mystery,Raj Singh Chaudhary (story) | Anurag Kashyap (screenplay) | Anurag Kashyap (story) | Aparnaa Malhotra (story) | Sanjay Maurya (story),Kay Kay Menon | Raj Singh Chaudhary | Jesse Randhawa | Deepak Dobriyal,Anurag Kashyap,0,2
190,Do Dooni Chaar,08-10-2010,0.5184,1.1632896,2.8512,4.32,tt1714832,2010,08-Oct-10,Comedy | Drama,Habib Faisal (screenplay) | Rahil Qazi (screenplay),Rishi Kapoor | Neetu Singh | Aditi Vasudev | Archit Krishna,Habib Faisal,0,2
52,Amit Sahni Ki List,18-Jul-14,0.69,2.83,4.36,4.36,tt3822600,2014,18-Jul-14,Comedy | Romance,Rohit G. Banawlikar (screenplay) | Shiv Singh (screenplay),Vir Das | Anindita Nayar | Natasha Rastogi | Kavi Shastri,Ajay Bhuyan,0,1
245,Gunaah,20-09-2002,0.59,1.71,2.71,4.49,tt0331256,2002,16-Oct-02,Crime | Drama,Mahesh Bhatt (screenplay) | Pranay Narayan (dialogue),Bipasha Basu | Dino Morea | Ashutosh Rana | Banjara,Amol Shetge,0,2
246,Gunaah,20-Sep-02,0.59,1.71,2.71,4.49,tt0331256,2002,16-Oct-02,Crime | Drama,Mahesh Bhatt (screenplay) | Pranay Narayan (dialogue),Bipasha Basu | Dino Morea | Ashutosh Rana | Banjara,Amol Shetge,0,2
236,Gippi,10-May-13,0.75,3,4.5,4.5,tt2814372,2013,10-May-13,Comedy | Drama,Sonam Nair (screenplay),Divya Dutta | Arbaz Kadwani | Taaha Shah | Doorva Tripathi,Sonam Nair,0,2
555,Roadside Romeo,24-Oct-08,0.66,2.25,3.39,4.54,tt1050739,2008,24-Oct-08,Animation | Comedy | Family,Jugal Hansraj,Saif Ali Khan | Kareena Kapoor | Javed Jaffrey | Vrajesh Hirjee,Jugal Hansraj,0,1
304,Jaane Kahan Se Aayi Hai,09-04-2010,0,2,3.22,4.57,tt1194232,2010,09-Apr-10,Comedy | Drama | Fantasy,Sameer (lyrics) | Milap Zaveri (story),Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar,Milap Zaveri,0,1
205,Ek Hasina Thi,16-Jan-04,0.62,1.78,2.73,4.64,tt0352314,2004,24-Feb-04,Crime | Romance | Thriller,Sriram Raghavan | Pooja Ladha Surti,Saif Ali Khan | Urmila Matondkar | Seema Biswas | Aditya Srivastava,Sriram Raghavan,0,2
639,The Killer,21-Jul-06,0.99,2.73,3.88,4.65,tt0833484,2006,21-Jul-06,Action | Comedy | Crime,Sanjay Masoom (dialogue),Irrfan Khan | Emraan Hashmi | Priyanka Kothari | Bharati Achrekar,Hasnain Hyderabadwala | Raksha Mistry,0,2
206,Ek Khiladi Ek Haseena,18-11-2005,0.98,2.68,3.94,4.74,tt0461209,2005,18-Nov-05,Comedy | Crime | Thriller,Suparn Verma (story),Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,Suparn Verma,0,2
560,Run,14-May-04,0.76,2.18,3.28,4.75,tt0411815,2004,14-May-04,Action | Comedy | Romance,N. Linguswamy (story) | N. Linguswamy (screenplay) | Kamal Pandey (dialogue),Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,Jeeva,0,2
510,Pitaah,04-01-2002,0.74,2.07,3.19,4.79,tt0305455,2002,04-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Mahesh Manjrekar | K.K. Singh (dialogue) | Teja (screenplay) | Teja (story),Sanjay Dutt | Nandita Das | Sachin Khedekar | Tanvi Hegde,Mahesh Manjrekar,0,2
511,Pitaah,04-Jan-02,0.74,2.07,3.19,4.79,tt0305455,2002,04-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Mahesh Manjrekar | K.K. Singh (dialogue) | Teja (screenplay) | Teja (story),Sanjay Dutt | Nandita Das | Sachin Khedekar | Tanvi Hegde,Mahesh Manjrekar,0,2
262,Hattrick,16-Mar-07,0.93,2.91,4.03,4.81,tt0979891,2007,16-Mar-07,Comedy | Drama | Romance,Rajat Arora (story),Nana Patekar | Danny Denzongpa | Paresh Rawal | Kunal Kapoor,Milan Luthria,0,2
467,Naina,20-05-2005,0.68,2.13,3.41,4.83,tt0443594,2005,20-May-05,Drama | Horror | Mystery,Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Shripal Morakhia,0,2
226,Gali Gali Chor Hai,03-Feb-12,0.5796,3.25,4.38,4.83,tt2188749,2012,03-Feb-12,Drama,Rumi Jaffery | Mumukshu Mudgal,Mohit Baghet | Sahaj Bradoria | Mugdha Godse | Shalin Gupta,Rumi Jaffery,0,1
203,Ek Chhotisi Love Story,06-Sep-02,0.35,0.98,1.73,4.84,tt0331479,2002,06-Sep-02,Comedy | Drama | Fantasy,Pankaj Kapoor,Saroj Bhargava | Manisha Koirala | Aditya Seal | Ranvir Shorey,Shashilal K. Nair,0,6
204,Ek Chhotisi Love Story,06-09-2002,0.35,0.98,1.73,4.84,tt0331479,2002,06-Sep-02,Comedy | Drama | Fantasy,Pankaj Kapoor,Saroj Bhargava | Manisha Koirala | Aditya Seal | Ranvir Shorey,Shashilal K. Nair,0,6
50,Aloo Chaat,20-03-2009,0.56,2,3.11,4.86,tt1305840,2009,20-Mar-09,Comedy | Drama | Romance,Robby Grewal (screenplay) | Syed Gulrez (lyrics) | Vipin Mishra (lyrics) | Divy Nidhi Sharma (story) | Xulfi (lyrics),Aftab Shivdasani | Aamna Shariff | Linda Arsenio | Sanjay Mishra,Robby Grewal,0,2
358,Kismat,20-Feb-04,0.69,1.97,3.02,4.91,tt0391274,2004,20-Feb-04,Action | Drama,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Dilip Shukla (dialogue),Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa,0,1
277,Horror Story,13-Sep-13,0.79,2.86,4.94,4.94,tt3177332,2013,02-May-14,Horror,Mohan Azaad | Vikram Bhatt | Sukhmani Sadana (dialogue writer),Aparna Bajpai | Ravish Desai | Karan Kundra | Nandini Vaid,Ayush Raina,0,2
94,Big Brother,13-Apr-07,0.82,2.42,3.5,4.94,tt0476762,2007,01-Feb-07,Action | Crime,Guddu Dhanoa,Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia,Guddu Dhanoa,0,1
342,Karam,12-03-2005,0.77,2.22,3.41,4.95,tt0444849,2005,11-Mar-05,Crime | Thriller,Suparn Verma (story),John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,Sanjay F. Gupta,0,2
91,Bhoot Returns,12-Oct-12,0.5952,3.75,4.75,4.96,tt2406636,2012,12-Oct-12,Horror,N/A,J.D. Chakravarthi | Nitin Jadhav | Manisha Koirala | Madhu Shalini,Ram Gopal Varma,1,2
350,Khelein Hum Jee Jaan Sey,03-12-2010,0.6012,3.25,5.01,5.01,tt1637691,2010,03-Dec-10,Action | Drama | History,Javed Akhtar (lyrics) | Ashutosh Gowariker (screenplay) | Vijay Maurya (dialogue writer) | Raoul Randolf (screenplay),Abhishek Bachchan | Deepika Padukone | Sikander Kher | Maninder Singh,Ashutosh Gowariker,0,1
374,Kuch Khatti Kuch Meethi,19-Jan-01,0.35,1.1,2.05,5.04,tt0271604,2001,19-Jan-01,Drama | Family,N/A,Kajol | Rishi Kapoor | Rati Agnihotri | Sunil Shetty,Rahul Rawail,0,2
283,Hum Tum Aur Ghost,26-03-2010,0.6108,2.5,3.3594,5.09,tt1465493,2010,26-Mar-10,Comedy | Drama | Fantasy,Arshad Sayed (screenplay) | Soumik Sen (screenplay) | Arshad Warsi (screenplay) | Arshad Warsi (story),Arshad Warsi | Dia Mirza | Boman Irani | Sandhya Mridul,Kabeer Kaushik,0,1
